id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location
10000984,LA789154,10/25/2019 07:07,16XX S STATE ST,0910,VANDALISM,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,True,1611,10,14.0,41.0,10,1174199.0,1908525.0,2019,11/20/2019 07:07,41.97265289,-87.79812827,"(41.97265289, -87.79812827)"
10000985,TG334986,11/01/2021 08:18,44XX N DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,1121,3,12.0,53.0,10,1170085.0,1922346.0,2021,11/09/2021 08:18,,-87.73350087,"(41.70297072, -87.73350087)"
10000986,ZJ752626,09/07/2022 22:35,59XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,True,False,111,2,28.0,75.0,11,1154161.0,1891804.0,2022,09/23/2022 22:35,41.92178042,-87.50855862,"(41.92178042, -87.50855862)"
10000987,OD007933,12/17/2019 17:12,88XX E WESTERN AVE,0730,THEFT,SHOPLIFTING,GAS STATION,True,False,521,4,46.0,68.0,19,1187493.0,1912729.0,2019,12/22/2019 17:12,41.80878345,-87.72047998,"(41.80878345, -87.72047998)"
10000988,LL617092,04/11/2017 19:00,99XX E CICERO AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,712,17,46.0,48.0,11,1177012.0,1872544.0,2017,04/22/2017 19:00,41.70588056,-87.62670833,"(41.70588056, -87.62670833)"
10000989,AS967857,01/14/2022 20:47,95XX S CICERO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,True,True,912,3,29.0,70.0,14,1151840.0,1898344.0,2022,01/30/2022 20:47,41.80357735,-87.66666505,"(41.80357735, -87.66666505)"
10000990,YJ049335,04/25/2015 16:45,95XX E PULASKI RD,1310,NARCOTICS,POSS: COCAINE,APARTMENT,True,False,113,9,47.0,39.0,04B,1199638.0,1878395.0,2015,05/22/2015 16:45,41.93043001,-87.71119541,"(41.93043001, -87.71119541)"
10000991,PV056089,06/03/2022 20:26,56XX N HALSTED ST,0320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,True,False,122,5,41.0,50.0,07,1155877.0,1929188.0,2022,06/04/2022 20:26,41.94822229,-87.79400979,"(41.94822229, -87.79400979)"
10000992,LZ469365,07/03/2020 21:50,84XX W BROADWAY,0750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,True,False,1221,3,18.0,76.0,19,1155259.0,1876868.0,2020,07/05/2020 21:50,41.72883265,-87.5123456,"(41.72883265, -87.5123456)"
10000993,QE557445,09/10/2017 21:46,60XX E DIVISION ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,False,711,20,48.0,59.0,12,1152435.0,1878553.0,2017,10/07/2017 21:46,41.87294343,-87.69448825,"(41.87294343, -87.69448825)"
10000994,XL518104,05/05/2022 16:13,26XX N NORTH AVE,0740,THEFT,THEFT OVER $500,VEHICLE NON-COMMERCIAL,False,False,2411,8,24.0,50.0,18,1188651.0,1917388.0,2022,05/23/2022 16:13,41.72725872,-87.69479962,"(41.72725872, -87.69479962)"
10000995,MD115617,06/12/2015 12:25,36XX W CLARK ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,912,5,33.0,62.0,20,1158583.0,1860860.0,2015,06/29/2015 12:25,41.78944485,-87.67294229,"(41.78944485, -87.67294229)"
10000996,LF962622,10/06/2018 21:00,93XX W HALSTED ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1211,8,37.0,36.0,14,1198271.0,1905417.0,2018,11/01/2018 21:00,41.88451177,-87.70512026,"(41.88451177, -87.70512026)"
10000997,ZU533729,12/10/2021 11:02,53XX W GRAND AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,912,7,25.0,76.0,04A,1162829.0,1865957.0,2021,01/03/2022 11:02,41.81531161,-87.53538187,"(41.81531161, -87.53538187)"
10000998,FE862492,08/25/2021 15:39,79XX W WESTERN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,BAR OR TAVERN,True,False,312,12,18.0,75.0,19,1153550.0,1893655.0,2021,09/01/2021 15:39,41.72204127,-87.64262855,"(41.72204127, -87.64262855)"
10000999,SU661224,06/09/2019 05:05,16XX S MADISON ST,0730,THEFT,SHOPLIFTING,CTA BUS,False,False,1011,15,19.0,21.0,05,1170811.0,1863013.0,2019,07/07/2019 05:05,41.79029691,-87.70299969,"(41.79029691, -87.70299969)"
10001000,ED270191,10/26/2018 20:16,46XX N NORTH AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,True,False,1111,25,4.0,7.0,17,1199264.0,1854117.0,2018,11/11/2018 20:16,41.96790134,-87.64235316,"(41.96790134, -87.64235316)"
10001001,SW546675,12/05/2020 19:58,9XX E DIVISION ST,0620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,False,False,511,9,8.0,25.0,18,1157023.0,1877243.0,2020,12/16/2020 19:58,41.79789694,-87.55891432,"(41.79789694, -87.55891432)"
10001002,PH130117,02/25/2016 18:10,91XX W PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RETAIL STORE,True,True,1611,20,39.0,35.0,26,1190778.0,1926918.0,2016,03/15/2016 18:10,41.69205195,-87.77477277,"(41.69205195, -87.77477277)"
10001003,XI261937,08/23/2020 16:33,59XX E WESTERN AVE,0910,VANDALISM,CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,True,False,1811,14,24.0,39.0,11,1179992.0,1869783.0,2020,09/05/2020 16:33,41.82900534,-87.51815132,"(41.82900534, -87.51815132)"
10001004,MC270128,07/08/2019 20:34,51XX S NORTH AVE,1310,NARCOTICS,POSS: COCAINE,RESTAURANT,True,False,411,6,16.0,38.0,08A,1157377.0,1908122.0,2019,08/02/2019 20:34,41.98185379,-87.58182018,"(41.98185379, -87.58182018)"
10001005,WB437802,07/05/2016 17:46,90XX W FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,1811,24,41.0,76.0,16,1195497.0,1874190.0,2016,07/12/2016 17:46,41.95993132,-87.58750151,"(41.95993132, -87.58750151)"
10001006,MV797256,07/12/2020 22:09,86XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,False,621,16,9.0,45.0,17,1190541.0,1929103.0,2020,07/22/2020 22:09,41.95560882,-87.6689396,"(41.95560882, -87.6689396)"
10001007,NP500451,01/10/2022 09:53,59XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,VEHICLE NON-COMMERCIAL,True,False,1711,19,42.0,55.0,10,1159032.0,1920112.0,2022,01/25/2022 09:53,,-87.78808052,"(41.91127812, -87.78808052)"
10001008,JK910503,05/08/2022 00:30,26XX E GRAND AVE,0750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,1911,1,47.0,72.0,11,1180471.0,1913389.0,2022,05/20/2022 00:30,41.85990271,-87.60241324,"(41.85990271, -87.60241324)"
10001009,MI698443,07/14/2021 12:06,13XX N DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,811,7,46.0,5.0,26,1182972.0,1878350.0,2021,07/21/2021 12:06,41.71888023,-87.67595884,"(41.71888023, -87.67595884)"
10001010,JW678318,07/04/2016 14:44,57XX N CICERO AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,412,18,30.0,6.0,03,1177249.0,1861194.0,2016,07/20/2016 14:44,41.74174675,-87.61000972,"(41.74174675, -87.61000972)"
10001011,GY082453,12/26/2015 12:53,34XX N MICHIGAN AVE,0800,ARSON,AGGRAVATED,STREET,False,False,1811,8,7.0,3.0,17,1186600.0,1876746.0,2015,01/02/2016 12:53,41.76222134,,"(41.76222134, -87.55507662)"
10001012,RZ266273,07/06/2015 08:16,62XX N PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,STREET,False,False,1411,3,28.0,71.0,17,1153211.0,,2015,07/20/2015 08:16,41.87970076,,
10001013,PJ794647,04/12/2018 07:07,88XX S CICERO AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,False,True,1221,11,24.0,43.0,20,1187991.0,1929880.0,2018,04/20/2018 07:07,41.7299474,-87.5837745,"(41.7299474, -87.5837745)"
10001014,BN221235,02/03/2020 15:30,29XX W COTTAGE GROVE AVE,0910,VANDALISM,CRIMINAL DAMAGE,RESIDENCE,False,False,511,16,24.0,9.0,17,1180323.0,1856721.0,2020,02/27/2020 15:30,41.71293697,-87.56304982,"(41.71293697, -87.56304982)"
10001015,GK132312,08/04/2020 22:37,25XX N MADISON ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,113,14,50.0,40.0,18,1190242.0,1890799.0,2020,08/26/2020 22:37,41.72208301,-87.53708817,"(41.72208301, -87.53708817)"
10001016,RG984955,02/04/2015 08:03,45XX E CICERO AVE,0560,ASSAULT,SIMPLE,CTA BUS,True,False,911,16,41.0,10.0,19,1194766.0,1878723.0,2015,02/28/2015 08:03,41.7737315,-87.78344905,"(41.7737315, -87.78344905)"
10001017,UH146509,03/09/2023 08:51,98XX N WESTERN AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,1221,2,48.0,5.0,14,1188451.0,1899484.0,2023,03/13/2023 08:51,41.69274466,-87.71683046,"(41.69274466, -87.71683046)"
10001018,GE402270,09/02/2016 22:08,60XX W MICHIGAN AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,RETAIL STORE,False,False,121,10,20.0,64.0,15,1190260.0,1928372.0,2016,09/27/2016 22:08,41.81432842,-87.77535073,"(41.81432842, -87.77535073)"
10001019,KO208196,09/26/2021 20:43,95XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,False,True,612,7,41.0,8.0,18,1190139.0,1885384.0,2021,09/28/2021 20:43,41.75827391,-87.50521633,"(41.75827391, -87.50521633)"
10001020,XU408962,03/03/2019 07:50,26XX S CHICAGO AVE,0910,VANDALISM,CRIMINAL DAMAGE,RESIDENCE,True,False,2411,6,30.0,48.0,08A,1162101.0,1910714.0,2019,03/07/2019 07:50,41.70706085,-87.72628085,"(41.70706085, -87.72628085)"
10001021,ZI187492,08/21/2021 20:57,17XX S HALSTED ST,0750,THEFT,THEFT $500 AND UNDER,VEHICLE NON-COMMERCIAL,True,True,1011,24,9.0,4.0,10,1160195.0,1912724.0,2021,08/22/2021 20:57,41.91110161,-87.60511543,"(41.91110161, -87.60511543)"
10001022,NS601858,07/04/2018 18:39,69XX S NORTH AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,STREET,False,False,312,22,20.0,35.0,09,1166472.0,1866772.0,2018,07/23/2018 18:39,41.85018153,-87.54469445,"(41.85018153, -87.54469445)"
10001023,VJ789327,10/12/2022 10:42,66XX N GRAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,CONVENIENCE STORE,False,False,1611,24,22.0,22.0,20,1152278.0,1889765.0,2022,11/05/2022 10:42,41.96781719,-87.65124879,"(41.96781719, -87.65124879)"
10001024,MP785986,03/02/2018 20:03,47XX E PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,COMMERCIAL / BUSINESS OFFICE,False,False,1811,1,25.0,73.0,13,1156295.0,1909337.0,2018,03/16/2018 20:03,41.80705238,-87.63609899,"(41.80705238, -87.63609899)"
10001025,OK168142,12/21/2018 19:38,60XX N GRAND AVE,0730,THEFT,SHOPLIFTING,STREET,False,False,121,2,6.0,56.0,08A,1157066.0,1900578.0,2018,01/04/2019 19:38,41.94633031,-87.5557222,"(41.94633031, -87.5557222)"
10001026,SI767368,10/06/2017 18:38,76XX E DIVISION ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,False,False,312,18,17.0,35.0,14,1171368.0,1912908.0,2017,10/23/2017 18:38,41.73658823,-87.52260585,"(41.73658823, -87.52260585)"
10001027,CK877207,12/25/2023 08:46,17XX W NORTH AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GROCERY FOOD STORE,False,False,312,18,15.0,17.0,20,1198249.0,1881531.0,2023,12/29/2023 08:46,41.69710054,-87.73601682,"(41.69710054, -87.73601682)"
10001028,UX471632,07/10/2016 19:51,92XX S GRAND AVE,0750,THEFT,THEFT $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,113,19,46.0,21.0,15,1167825.0,1913451.0,2016,07/15/2016 19:51,41.89375128,-87.69844701,"(41.89375128, -87.69844701)"
10001029,YO799380,10/26/2021 14:47,81XX E NORTH AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CONVENIENCE STORE,True,False,221,6,6.0,45.0,19,1158256.0,,2021,11/14/2021 14:47,41.69042455,-87.66769322,"(41.69042455, -87.66769322)"
10001030,XH033876,06/28/2017 02:51,79XX W PULASKI RD,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GROCERY FOOD STORE,True,True,2511,12,4.0,61.0,04B,1191480.0,1868218.0,2017,07/17/2017 02:51,41.75988165,-87.66521235,
10001031,UD288985,08/29/2015 15:11,32XX E DIVISION ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,GROCERY FOOD STORE,False,False,211,19,42.0,62.0,05,1187629.0,,2015,08/30/2015 15:11,41.72637159,,"(41.72637159, -87.62469703)"
10001032,MJ743590,11/23/2020 16:50,7XX W DIVISION ST,0510,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,False,True,122,1,39.0,37.0,01A,1156088.0,1867682.0,2020,12/07/2020 16:50,41.97642308,-87.57972646,"(41.97642308, -87.57972646)"
10001033,XR691436,04/08/2018 18:08,84XX E MADISON ST,0460,BATTERY,SIMPLE,OTHER,True,False,812,6,33.0,55.0,07,1151968.0,1913458.0,2018,04/23/2018 18:08,41.77640978,-87.59306039,"(41.77640978, -87.59306039)"
10001034,YC384692,03/27/2019 15:02,58XX E HALSTED ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,1111,19,44.0,72.0,09,1191796.0,1878792.0,2019,04/11/2019 15:02,41.94946671,-87.591058,"(41.94946671, -87.591058)"
10001035,LH453054,10/17/2016 11:13,70XX N CLARK ST,0320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,False,False,911,4,28.0,35.0,13,1162934.0,1869747.0,2016,11/15/2016 11:13,41.98950271,-87.52210935,"(41.98950271, -87.52210935)"
10001036,LN571271,06/22/2017 18:46,1XX N MADISON ST,0750,THEFT,THEFT $500 AND UNDER,PARK PROPERTY,True,False,1511,17,,44.0,07,1199450.0,1862343.0,2017,06/28/2017 18:46,41.95730776,-87.50293254,"(41.95730776, -87.50293254)"
10001037,PI756694,01/11/2021 10:41,84XX S ASHLAND AVE,0910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,True,False,112,2,45.0,27.0,09,1162294.0,1900949.0,2021,01/31/2021 10:41,41.71195244,-87.52693542,"(41.71195244, -87.52693542)"
10001038,OC789294,02/11/2016 20:50,37XX S NORTH AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESIDENCE,False,True,121,8,29.0,5.0,08B,1193384.0,1889056.0,2016,02/19/2016 20:50,41.90997669,-87.77619654,"(41.90997669, -87.77619654)"
10001039,CT544761,03/15/2019 20:27,81XX N CLARK ST,0750,THEFT,THEFT $500 AND UNDER,PARKING LOT / GARAGE(NON.RESID.),False,False,711,4,34.0,20.0,07,1174451.0,1878923.0,2019,03/29/2019 20:27,41.78228185,-87.71778386,"(41.78228185, -87.71778386)"
10001040,BV619630,05/17/2016 12:50,54XX W FULLERTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,HOSPITAL BUILDING/GROUNDS,False,False,511,1,30.0,16.0,10,1163655.0,1890916.0,2016,05/18/2016 12:50,41.89881203,-87.7131595,"(41.89881203, -87.7131595)"
10001041,NT365389,04/28/2022 14:58,46XX S MICHIGAN AVE,1310,NARCOTICS,POSS: COCAINE,GROCERY FOOD STORE,False,False,912,25,29.0,52.0,16,1174032.0,1881523.0,2022,05/24/2022 14:58,41.80546006,-87.54160168,"(41.80546006, -87.54160168)"
10001042,QL603438,08/11/2016 15:19,69XX W CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,111,9,10.0,22.0,18,1170707.0,1898585.0,2016,09/04/2016 15:19,41.85620317,-87.59229751,"(41.85620317, -87.59229751)"
10001043,JS351016,05/10/2021 20:15,67XX W MADISON ST,0312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,False,False,221,1,6.0,14.0,09,1162579.0,1892542.0,2021,05/18/2021 20:15,41.89057517,-87.6798549,"(41.89057517, -87.6798549)"
10001044,RB693696,04/17/2022 16:45,70XX E DIVISION ST,0850,DECEPTIVE PRACTICE,FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,812,3,43.0,31.0,06,1198668.0,1869795.0,2022,05/17/2022 16:45,41.81726419,-87.61471158,"(41.81726419, -87.61471158)"
10001045,CW198407,02/09/2022 15:45,56XX W STATE ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,1811,20,13.0,51.0,06,1174262.0,1897188.0,2022,02/15/2022 15:45,,-87.54904702,"(41.94800176, -87.54904702)"
10001046,AK427693,10/12/2016 07:08,54XX S ASHLAND AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,RETAIL STORE,True,False,2011,12,41.0,10.0,08A,1158576.0,1874379.0,2016,10/16/2016 07:08,41.79555287,-87.56104708,
10001047,MJ772895,08/08/2015 18:20,25XX E STATE ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,True,True,711,22,49.0,68.0,08B,1157057.0,1872646.0,2015,08/19/2015 18:20,41.77209632,-87.75211251,"(41.77209632, -87.75211251)"
10001048,LI401393,12/13/2021 01:30,83XX S FULLERTON AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,False,False,611,25,36.0,23.0,19,1187824.0,1889117.0,2021,12/17/2021 01:30,41.76245785,-87.52141522,"(41.76245785, -87.52141522)"
10001049,VF201679,07/04/2021 10:49,13XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GAS STATION,True,True,411,5,39.0,35.0,19,1153448.0,1854709.0,2021,07/23/2021 10:49,41.70530129,-87.75834923,"(41.70530129, -87.75834923)"
10001050,YU074690,06/23/2016 17:38,41XX W HALSTED ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,False,True,221,2,15.0,58.0,10,1162121.0,1905745.0,2016,07/21/2016 17:38,,-87.69600878,"(41.9859191, -87.69600878)"
10001051,MD993534,06/02/2019 11:13,89XX N STATE ST,0620,BURGLARY,UNLAWFUL ENTRY,,False,False,511,9,19.0,33.0,05,1179411.0,1870230.0,2019,06/15/2019 11:13,41.85902814,-87.56168537,"(41.85902814, -87.56168537)"
10001052,XH344534,06/13/2017 09:48,83XX W GRAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,,False,False,113,7,3.0,2.0,12,1198773.0,1877368.0,2017,06/25/2017 09:48,41.88968045,-87.73648808,"(41.88968045, -87.73648808)"
10001053,UV453759,11/06/2023 23:42,66XX E WESTERN AVE,1310,NARCOTICS,POSS: COCAINE,CTA TRAIN,True,False,812,18,,9.0,03,1165630.0,1866321.0,2023,11/20/2023 23:42,41.7502088,-87.76367377,"(41.7502088, -87.76367377)"
10001054,JX681623,07/13/2018 08:36,94XX E MADISON ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,,True,False,1711,14,48.0,35.0,03,1198538.0,1860230.0,2018,08/09/2018 08:36,41.69261142,-87.75207324,"(41.69261142, -87.75207324)"
10001055,PJ096958,11/14/2015 10:31,25XX S COTTAGE GROVE AVE,0750,THEFT,THEFT $500 AND UNDER,APARTMENT,True,False,312,6,38.0,72.0,20,1157430.0,1921399.0,2015,11/19/2015 10:31,41.75009482,-87.60848773,"(41.75009482, -87.60848773)"
10001056,PR298653,03/31/2020 16:13,56XX W NORTH AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),BAR OR TAVERN,True,False,1022,25,19.0,64.0,11,1175288.0,1874856.0,2020,04/22/2020 16:13,41.70508923,-87.50690302,"(41.70508923, -87.50690302)"
10001057,SW986197,10/30/2023 18:10,63XX S BROADWAY,0740,THEFT,THEFT OVER $500,ALLEY,False,False,1011,17,12.0,49.0,05,1157137.0,1885834.0,2023,11/18/2023 18:10,41.75321454,-87.52606896,"(41.75321454, -87.52606896)"
10001058,HG820297,03/07/2016 04:06,90XX W COTTAGE GROVE AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,211,10,39.0,50.0,15,1175107.0,1893911.0,2016,04/06/2016 04:06,41.95102667,-87.68124332,"(41.95102667, -87.68124332)"
10001059,MM929507,01/23/2018 04:35,9XX S PULASKI RD,0312,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,212,8,45.0,31.0,17,1159530.0,1887513.0,2018,02/10/2018 04:35,41.72639154,-87.62620936,
10001060,EB259401,09/19/2016 10:06,76XX S HALSTED ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,True,False,412,5,,10.0,01A,1183944.0,1873287.0,2016,10/01/2016 10:06,41.88114792,-87.59428002,"(41.88114792, -87.59428002)"
10001061,WN228943,06/14/2021 18:00,97XX S BROADWAY,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RETAIL STORE,False,False,2211,1,45.0,14.0,06,1193440.0,1917431.0,2021,06/15/2021 18:00,41.71375474,-87.66112593,"(41.71375474, -87.66112593)"
10001062,QO181360,03/12/2021 15:08,94XX S BROADWAY,1240,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,False,True,113,5,35.0,24.0,16,1186638.0,1891573.0,2021,03/28/2021 15:08,41.87697337,-87.60296337,"(41.87697337, -87.60296337)"
10001063,RC745149,04/24/2019 09:09,22XX W FULLERTON AVE,0740,THEFT,THEFT OVER $500,HOSPITAL BUILDING/GROUNDS,True,False,521,2,11.0,12.0,06,1158281.0,1926365.0,2019,05/15/2019 09:09,41.85919985,-87.58233601,"(41.85919985, -87.58233601)"
10001064,YA705703,11/16/2017 19:27,83XX N BROADWAY,0730,THEFT,SHOPLIFTING,GAS STATION,False,False,321,8,,3.0,06,1190345.0,1925425.0,2017,12/01/2017 19:27,41.77965991,-87.65500177,"(41.77965991, -87.65500177)"
10001065,YG380944,10/07/2023 15:16,38XX N MADISON ST,0910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,False,False,121,16,40.0,63.0,20,1182520.0,1881416.0,2023,10/21/2023 15:16,41.90782312,-87.5011434,"(41.90782312, -87.5011434)"
10001066,HK066884,06/18/2016 01:06,47XX N COTTAGE GROVE AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,True,False,612,6,5.0,25.0,02,1153649.0,1899436.0,2016,06/21/2016 01:06,41.94494956,-87.63975096,"(41.94494956, -87.63975096)"
10001067,XC788347,09/20/2020 16:12,32XX N STATE ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,612,25,6.0,21.0,03,1181735.0,1893441.0,2020,10/11/2020 16:12,41.8880733,-87.79242805,"(41.8880733, -87.79242805)"
10001068,GZ935141,06/09/2015 17:50,86XX S MICHIGAN AVE,0740,THEFT,THEFT OVER $500,PARKING LOT / GARAGE(NON.RESID.),True,False,812,16,28.0,40.0,04B,1189926.0,1860314.0,2015,06/13/2015 17:50,41.9510005,-87.65998963,"(41.9510005, -87.65998963)"
10001069,SG865447,04/26/2020 20:23,88XX N COTTAGE GROVE AVE,0750,THEFT,THEFT $500 AND UNDER,RETAIL STORE,False,False,1221,18,32.0,23.0,14,1181431.0,1877156.0,2020,05/19/2020 20:23,41.95292226,-87.74294768,"(41.95292226, -87.74294768)"
10001070,VW896014,02/08/2023 19:50,32XX E CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,STREET,True,False,2411,12,9.0,31.0,14,1158301.0,1927697.0,2023,03/02/2023 19:50,41.81489238,-87.66380786,"(41.81489238, -87.66380786)"
10001071,FW901382,11/07/2018 09:55,47XX N BROADWAY,0510,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,False,False,1711,7,26.0,22.0,10,1151607.0,1872075.0,2018,11/21/2018 09:55,41.75514479,-87.69066887,"(41.75514479, -87.69066887)"
10001072,RH589142,01/05/2022 19:24,79XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,OTHER,True,True,122,18,8.0,47.0,19,1170393.0,1910194.0,2022,01/13/2022 19:24,41.72337304,-87.50638925,"(41.72337304, -87.50638925)"
10001073,VO279051,09/08/2015 15:51,7XX E GRAND AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RETAIL STORE,True,True,1711,9,24.0,10.0,07,1158871.0,1904989.0,2015,09/12/2015 15:51,41.77338774,-87.53496701,"(41.77338774, -87.53496701)"
10001074,TX681809,04/22/2017 19:52,81XX W CICERO AVE,0800,ARSON,AGGRAVATED,STREET,False,False,111,3,18.0,,18,1151324.0,1914720.0,2017,05/13/2017 19:52,41.8671014,-87.76573044,
10001075,QC158275,03/16/2016 21:20,80XX W CICERO AVE,0730,THEFT,SHOPLIFTING,STREET,False,True,211,5,47.0,25.0,16,1195518.0,1888447.0,2016,03/17/2016 21:20,41.76629582,-87.78418903,"(41.76629582, -87.78418903)"
10001076,SJ359358,12/06/2017 09:59,32XX W HALSTED ST,0740,THEFT,THEFT OVER $500,GAS STATION,False,False,211,24,5.0,37.0,05,1173784.0,1917375.0,2017,12/08/2017 09:59,41.76721646,-87.79584786,"(41.76721646, -87.79584786)"
10001077,JF261028,08/26/2021 10:21,40XX N STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,"SCHOOL, PUBLIC, BUILDING",False,False,1411,17,31.0,74.0,14,1169497.0,1884763.0,2021,09/06/2021 10:21,41.85039265,-87.55045509,"(41.85039265, -87.55045509)"
10001078,CH363821,12/10/2021 18:24,22XX N STATE ST,0510,ASSAULT,AGGRAVATED: HANDGUN,,False,False,511,1,40.0,54.0,03,1195337.0,1876132.0,2021,12/24/2021 18:24,41.96216052,-87.68216126,"(41.96216052, -87.68216126)"
10001079,LF828739,08/17/2017 12:23,88XX E MADISON ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,RESIDENCE,False,False,611,11,11.0,36.0,12,1151903.0,1885780.0,2017,08/25/2017 12:23,41.90896884,-87.62278709,"(41.90896884, -87.62278709)"
10001080,UK289500,03/07/2022 04:42,42XX S PULASKI RD,1310,NARCOTICS,POSS: COCAINE,BAR OR TAVERN,False,False,321,11,50.0,22.0,12,,1904852.0,2022,03/23/2022 04:42,41.88036085,-87.74745324,"(41.88036085, -87.74745324)"
10001081,EH014125,06/11/2016 11:26,49XX S MADISON ST,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,521,11,31.0,41.0,14,1183785.0,1898661.0,2016,06/30/2016 11:26,41.71075719,-87.50204285,"(41.71075719, -87.50204285)"
10001082,ZT608206,01/13/2020 08:11,7XX S PULASKI RD,0740,THEFT,THEFT OVER $500,CTA TRAIN,False,True,511,14,23.0,25.0,11,,1856802.0,2020,02/03/2020 08:11,41.72072289,-87.51366546,"(41.72072289, -87.51366546)"
